Name,Comp,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Type,MaxSep,RAdeg,DEdeg,rpos,Author,Date,BibCode,Author2,Date2,BibCode2,RApdeg,DEpdeg,RAcdeg,DEcdeg,zsource,zdef,r_zsource,zmilli,f_zmilli,r_zmilli,zqsocdr3,f_zqsocdr3,zSHSRC,f_zSHSRC,r_zSHSRC,inFPR,GLens,CompId,nObsComp,RACodeg,e_RACodeg,DECodeg,e_DECodeg,GmagComp,e_GmagComp,f_GLens,f_CompId,inDR3,GaiaDR3,RAGdeg,e_RAGdeg,DEGdeg,e_DEGdeg,plx,e_plx,Rplx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,E(BP/RP),BP-RP,Gmagc,e_Gmagc,inAllWISE,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag
B1127+385,B,11,30,00.1885,+,38,12,03.255,Double,0.707000,172.50078560000,38.20090420000,Publication,Koopmans,1999,1999MNRAS.303..727K,,---,,172.50078560000,38.20090420000,172.50066365000,38.20088265000,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
B1127+385,G2,11,30,00.1982,+,38,12,02.735,Double,0.707000,172.50082590000,38.20075970000,Publication,Koopmans,1999,1999MNRAS.303..727K,,---,,172.50082590000,38.20075970000,172.50066365000,38.20088265000,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
GraLJ113100013-441959935,C,11,30,59.9228,-,44,19,59.795,Quad,1.636000,172.74967853735,-44.33327629250,Gaia_DR3,Delchambre,2019,2019A&A...622A.165D,,---,,172.74967854000,-44.33327629000,172.75005348590,-44.33331480181,1.0900,---,2021ApJ...921...42S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,5375888625987708288,172.74967853735,0.4189,-44.33327629250,0.4503,-0.9886,0.7109,-1.3907,1.644,-0.825,0.496,-1.422,0.585,20.200727,0.009346,---,---,18.165245,0.033519,---,---,20.200727,0.009346,0,,---,---,---,---,---,---,---,---
GraLJ113100013-441959935,G,11,31,00.0038,-,44,20,00.094,Quad,1.636000,172.75001601000,-44.33335935000,HST,Delchambre,2019,2019A&A...622A.165D,,---,,172.75001601000,-44.33335935000,172.75005348590,-44.33331480181,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
GraLJ113100013-441959935,D,11,31,00.0103,-,44,20,00.881,Quad,1.636000,172.75004280399,-44.33357800444,Gaia_DR3,Delchambre,2019,2019A&A...622A.165D,,---,,172.75004863000,-44.33357935000,172.75005348590,-44.33331480181,1.0900,---,2021ApJ...921...42S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,5375888625987708416,172.75004280399,0.7641,-44.33357800444,0.4374,0.8350,0.7668,1.0890,0.492,0.363,1.008,-0.333,0.648,20.378521,0.010250,18.725613,0.124999,17.923157,0.103208,---,0.802456,20.382321,0.010284,0,,---,---,---,---,---,---,---,---
GraLJ113100013-441959935,B,11,31,00.0432,-,44,19,59.365,Quad,1.636000,172.75017998903,-44.33315698947,Gaia_DR3,Delchambre,2019,2019A&A...622A.165D,,---,,172.75018028000,-44.33315296000,172.75005348590,-44.33331480181,1.0900,---,2021ApJ...921...42S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,5375888625991787520,172.75017998903,1.0824,-44.33315698947,1.0894,---,---,---,---,---,---,---,---,19.449240,0.019783,18.675104,0.052965,17.819546,0.041566,---,0.855558,19.449240,0.019783,0,,---,---,---,---,---,---,---,---
GraLJ113100013-441959935,A,11,31,00.0750,-,44,19,59.693,Quad,1.636000,172.75031261325,-44.33324792083,Gaia_DR3,Delchambre,2019,2019A&A...622A.165D,,---,,172.75031348000,-44.33324935000,172.75005348590,-44.33331480181,1.0900,---,2021ApJ...921...42S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,5375888625987708032,172.75031261325,1.9302,-44.33324792083,1.5342,---,---,---,---,---,---,---,---,19.314402,0.021194,18.602736,0.038340,17.797312,0.028165,---,0.805424,19.314402,0.021194,0,,---,---,---,---,---,---,---,---
RXJ1131-1231,D,11,31,51.3698,-,12,31,58.009,Quad,3.234000,172.96404088540,-12.53278033070,Gaia_DR3,Sluse,2003,2003A&A...406L..43S,,---,,172.96428380000,-12.53194500000,172.96466555615,-12.53295778590,0.6580,---,2010A&A...518A..10V,---,,,---,--,0.29499999,KEEP(    ),EXTERNAL_NED_2003A&A...406L..43S,1,DR3Gaia113151.582-123158.88,1,25,3.01879182690,59.61689,-0.21873825945,49.98436,20.2181,0.22058,0,0,1,3586098513051815680,172.96404094730,1.3060,-12.53278032800,1.0818,-1.1429,1.7415,-0.6563,2.076,-2.075,1.679,-0.070,1.505,20.388327,0.025532,19.382868,0.111056,17.706774,0.038048,6.806,1.676094,20.384768,0.025449,0,,---,---,---,---,---,---,---,---
RXJ1131-1231,G,11,31,51.4438,-,12,31,58.288,Quad,3.234000,172.96434905330,-12.53285777260,Gaia_DR3,Sluse,2003,2003A&A...406L..43S,,---,,172.96458910000,-12.53202610000,172.96466555615,-12.53295778590,---,0.2950,2010A&A...518A..10V,---,,,---,--,0.29499999,KEEP(    ),EXTERNAL_NED_2003A&A...406L..43S,1,DR3Gaia113151.582-123158.88,5,16,3.01879716290,83.75258,-0.21873964417,72.92648,20.6680,0.14005,0,0,1,3586098513051815552,172.96435282815,7.8991,-12.53285852802,7.8472,---,---,---,---,---,---,---,---,21.610044,0.033314,---,---,---,---,---,---,21.610044,0.033314,0,,---,---,---,---,---,---,---,---
RXJ1131-1231,C,11,31,51.5423,-,12,32,00.003,Quad,3.234000,172.96475944670,-12.53333404630,Gaia_DR3,Sluse,2003,2003A&A...406L..43S,,---,,172.96500000000,-12.53250000000,172.96466555615,-12.53295778590,0.6580,---,2010A&A...518A..10V,---,,,---,--,0.65427467,,VizieR_J/ApJS/261/2/table9,1,DR3Gaia113151.582-123158.88,4,36,3.01880445600,58.08459,-0.21874792862,41.85763,19.2114,0.29378,0,0,1,3586098513051815808,172.96475937091,0.2591,-12.53333406873,0.1800,-0.2316,0.2889,-0.8017,0.701,-0.699,0.417,0.047,0.228,19.202028,0.014372,---,---,---,---,---,---,19.202028,0.014372,0,,---,---,---,---,---,---,---,---
RXJ1131-1231,A,11,31,51.5825,-,12,31,58.884,Quad,3.234000,172.96492689780,-12.53302325180,Gaia_DR3,Sluse,2003,2003A&A...406L..43S,,---,,172.96516730000,-12.53218890000,172.96466555615,-12.53295778590,0.6580,0.2950,2010A&A...518A..10V,---,,,0.647110,0,0.65427467,,VizieR_J/ApJS/261/2/table9,1,DR3Gaia113151.582-123158.88,3,36,3.01880743165,51.53055,-0.21874250543,40.97999,18.0664,0.30158,0,0,1,3586098513053631232,172.96492694151,0.1217,-12.53302327728,0.0854,0.0057,0.1365,0.0415,0.207,-0.088,0.189,-0.188,0.106,17.964573,0.015572,17.271019,0.048883,16.643654,0.039290,2.795,0.627365,17.967944,0.015619,1,J113151.54-123158.6,11.584,10.691,7.872,5.427,0.022,0.020,0.021,0.037
RXJ1131-1231,B,11,31,51.5844,-,12,31,57.697,Quad,3.234000,172.96493499470,-12.53269351480,Gaia_DR3,Sluse,2003,2003A&A...406L..43S,,---,,172.96517590000,-12.53185920000,172.96466555615,-12.53295778590,0.6580,---,2010A&A...518A..10V,---,,,---,--,0.65427467,,VizieR_J/ApJS/261/2/table9,1,DR3Gaia113151.582-123158.88,2,36,3.01880762076,49.44702,-0.21873681096,43.01523,18.5022,0.31544,0,0,1,3586098508760213248,172.96493513722,0.1993,-12.53269347378,0.1264,0.1911,0.2022,0.9449,0.181,-0.001,0.356,0.181,0.164,18.465190,0.017932,---,---,---,---,---,---,18.465190,0.017932,0,,---,---,---,---,---,---,---,---
MG1131+0456,C,11,31,56.3300,+,04,55,48.200,Double,2.826000,172.98470833333,4.93005555556,Publication,Hewitt,1988,1988Natur.333..537H,,---,,172.98470833333,4.93005555556,172.98505416667,4.93031527778,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
MG1131+0456,B,11,31,56.3620,+,04,55,48.700,Double,2.826000,172.98484166667,4.93019444444,Publication,Hewitt,1988,1988Natur.333..537H,,---,,172.98484166667,4.93019444444,172.98505416667,4.93031527778,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
MG1131+0456,G,11,31,56.4470,+,04,55,49.510,Double,2.826000,172.98519575000,4.93041944000,Publication,Hewitt,1988,1988Natur.333..537H,,---,,172.98519575000,4.93041944000,172.98505416667,4.93031527778,---,0.8440,2020ApJ...895L..38S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
MG1131+0456,A2,11,31,56.4770,+,04,55,49.780,Double,2.826000,172.98532083333,4.93049444444,Publication,Hewitt,1988,1988Natur.333..537H,,---,,172.98532083333,4.93049444444,172.98505416667,4.93031527778,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
MG1131+0456,A1,11,31,56.4830,+,04,55,49.860,Double,2.826000,172.98534583333,4.93051666667,Publication,Hewitt,1988,1988Natur.333..537H,,---,,172.98534583333,4.93051666667,172.98505416667,4.93031527778,1.8490,0.8440,2020ApJ...895L..38S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
SDSSJ1131+1915,A,11,31,57.7275,+,19,15,27.727,Double,1.401000,172.99053112240,19.25770192240,Gaia_DR3,Kayo,2010,2010AJ....139.1614K,,---,,172.99052000000,19.25769690000,172.99073633060,19.25768363375,2.9150,0.3200,2010AJ....139.1614K / 2024MNRAS.530..221J,2.916,gG,DR16Q,2.911507,0,---,,,1,DR3Gaia113157.727+191527.73,2,23,3.01925435896,53.05814,0.33611021557,46.04905,18.2378,0.09723,0,0,1,3977375153318276864,172.99053112411,0.1500,19.25770192334,0.1396,-0.1180,0.1518,-0.7770,0.054,-0.007,0.172,0.054,0.155,18.163742,0.005076,18.380121,0.027850,17.645569,0.017045,1.273,0.734552,18.163742,0.005076,1,J113157.75+191527.8,14.544,13.765,10.853,8.421,0.030,0.038,0.141,0.382
SDSSJ1131+1915,B,11,31,57.8260,+,19,15,27.595,Double,1.401000,172.99094153880,19.25766534510,Gaia_DR3,Kayo,2010,2010AJ....139.1614K,,---,,172.99052000000,19.25769690000,172.99073633060,19.25768363375,2.9150,---,2010AJ....139.1614K / 2024MNRAS.530..221J,2.916,gG,DR16Q,---,--,---,,,1,DR3Gaia113157.727+191527.73,1,23,3.01926147658,62.77808,0.33610966076,62.45024,20.1698,0.19934,0,0,1,3977375153318821760,172.99094166686,0.7317,19.25766533101,0.8861,-0.2367,0.7333,-0.3227,0.617,-0.515,0.824,0.339,0.899,20.151260,0.010096,---,---,---,---,---,---,20.151260,0.010096,0,,---,---,---,---,---,---,---,---
2MASSJ11344050-2103230,C,11,34,40.4454,-,21,03,23.936,Quad,3.682000,173.66852233493,-21.05664896328,Gaia_DR3,Lucey,2018,2018MNRAS.476..927L,,---,,173.66852069000,-21.05665055000,173.66891852521,-21.05627113521,2.7700,---,2019MNRAS.486.4987R,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,3541826024526317312,173.66852233493,0.0650,-21.05664896328,0.0494,0.0635,0.0890,0.7135,0.244,0.209,0.083,-0.125,0.062,17.252895,0.003960,17.495590,0.027786,16.674324,0.044966,---,0.821266,17.252895,0.003960,0,,---,---,---,---,---,---,---,---
2MASSJ11344050-2103230,D,11,34,40.4954,-,21,03,21.797,Quad,3.682000,173.66873087260,-21.05605462777,Gaia_DR3,Lucey,2018,2018MNRAS.476..927L,,---,,173.66872786000,-21.05605360000,173.66891852521,-21.05627113521,2.7700,---,2019MNRAS.486.4987R,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,3541826024524572288,173.66873087260,0.2403,-21.05605462777,0.2090,-0.1541,0.3868,-0.3985,0.793,0.633,0.307,-0.477,0.331,18.923620,0.005064,---,---,---,---,---,---,18.923620,0.005064,0,,---,---,---,---,---,---,---,---
2MASSJ11344050-2103230,G,11,34,40.5308,-,21,03,22.384,Quad,3.682000,173.66887847000,-21.05621777000,HST,Lucey,2018,2018MNRAS.476..927L,,---,,173.66887847000,-21.05621777000,173.66891852521,-21.05627113521,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
2MASSJ11344050-2103230,A,11,34,40.5845,-,21,03,23.163,Quad,3.682000,173.66910189934,-21.05643429266,Gaia_DR3,Lucey,2018,2018MNRAS.476..927L,,---,,173.66910082000,-21.05643527000,173.66891852521,-21.05627113521,2.7700,---,2019MNRAS.486.4987R,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,3541826024524572544,173.66910189934,0.0663,-21.05643429266,0.0503,-0.1542,0.0901,-1.7125,0.078,-0.077,0.083,0.014,0.063,17.151566,0.005170,16.972950,0.050335,16.291147,0.032811,---,0.681803,17.155157,0.005182,0,,---,---,---,---,---,---,---,---
2MASSJ11344050-2103230,B,11,34,40.6366,-,21,03,21.408,Quad,3.682000,173.66931899397,-21.05594665712,Gaia_DR3,Lucey,2018,2018MNRAS.476..927L,,---,,173.66931899000,-21.05594666000,173.66891852521,-21.05627113521,2.7700,---,2019MNRAS.486.4987R,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,3541826024526317568,173.66931899397,0.0613,-21.05594665712,0.0466,0.0598,0.0839,0.7128,0.107,-0.107,0.078,0.011,0.059,17.176998,0.003981,17.227531,0.054110,16.450436,0.031249,---,0.777096,17.176998,0.003981,0,,---,---,---,---,---,---,---,---
J1137-1245,A,11,37,14.9976,-,12,45,01.990,Double,2.370000,174.31248991500,-12.75055288900,Gaia_DR3,Lemon,2023,2023MNRAS.520.3305L,,---,,174.31280000000,-12.75060000000,174.31279139180,-12.75070095480,2.1800,---,2023MNRAS.520.3305L,2.180,j,LEMON4,2.201465,16,2.19147000,,VizieR_J/A+A/683/A112/lqac6,1,DR3Gaia113714.998-124501.99,1,67,3.04232680095,55.76688,-0.22253907102,53.79280,19.5588,0.18518,0,0,1,3585320123243965184,174.31248996786,0.2515,-12.75055287078,0.1903,0.2878,0.3208,0.8971,0.487,-0.419,0.397,0.247,0.224,19.529797,0.005916,19.671568,0.036195,19.140913,0.041496,1.239,0.530655,19.529797,0.005916,0,,---,---,---,---,---,---,---,---
J1137-1245,B,11,37,15.1423,-,12,45,03.056,Double,2.370000,174.31309286860,-12.75084902060,Gaia_DR3,Lemon,2023,2023MNRAS.520.3305L,,---,,174.31280000000,-12.75060000000,174.31279139180,-12.75070095480,2.1800,---,2023MNRAS.520.3305L,2.180,j,LEMON4,---,--,2.19147000,,VizieR_J/A+A/683/A112/lqac6,1,DR3Gaia113714.998-124501.99,2,31,3.04233746035,93.24857,-0.22254436194,68.40996,20.6058,0.16141,0,0,1,3585320127539799936,174.31309229362,1.1442,-12.75084870004,0.8933,-1.0947,1.6076,-0.6810,1.873,1.763,2.380,-0.633,0.987,20.824251,0.011341,20.737036,0.178948,19.540909,0.113708,2.158,1.196127,20.826393,0.011362,0,,---,---,---,---,---,---,---,---
SDSS1138+0314,C,11,38,03.6648,+,03,14,58.414,Quad,1.501000,174.51527020010,3.24955935590,Gaia_FPR,Eigenbrod,2006,2006A&A...451..759E,,---,,174.51520833330,3.24961111110,174.51548189882,3.24946179212,2.4380,---,2006A&A...451..747E,---,,,---,--,2.44523500,KEEP(0),EXTERNAL_SDSSDR18_SDSS,1,DR3Gaia113803.751+031457.64,4,4,3.04586621695,42.18794,0.05671558535,32.71680,20.6875,0.12948,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J113803.71+031458.0,15.075,14.207,11.175,8.562,0.037,0.048,0.161,0.461
SDSS1138+0314,G,11,38,03.7000,+,03,14,58.300,Quad,1.501000,174.51541666670,3.24952777780,Publication,Eigenbrod,2006,2006A&A...451..759E,,---,,174.51541666670,3.24952777780,174.51548189882,3.24946179212,---,0.4450,2006A&A...451..747E,---,,,---,--,2.44523500,KEEP(0),EXTERNAL_SDSSDR18_SDSS,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
SDSS1138+0314,D,11,38,03.7042,+,03,14,57.572,Quad,1.501000,174.51543418990,3.24932568840,Gaia_FPR,Eigenbrod,2006,2006A&A...451..759E,,---,,174.51537500000,3.24936111110,174.51548189882,3.24946179212,2.4380,---,2006A&A...451..747E,---,,,---,--,2.44523500,KEEP(0),EXTERNAL_SDSSDR18_SDSS,1,DR3Gaia113803.751+031457.64,2,6,3.04586894376,78.41884,0.05671114309,22.11078,20.4453,0.29278,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
SDSS1138+0314,B,11,38,03.7429,+,03,14,58.626,Quad,1.501000,174.51559541790,3.24961831890,Gaia_FPR,Eigenbrod,2006,2006A&A...451..759E,,---,,174.51554166670,3.24966666670,174.51548189882,3.24946179212,2.4380,---,2006A&A...451..747E,---,,,---,--,2.44523500,KEEP(0),EXTERNAL_SDSSDR18_SDSS,1,DR3Gaia113803.751+031457.64,3,5,3.04587196890,27.78530,0.05671629852,62.84217,20.5969,0.15205,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
SDSS1138+0314,A,11,38,03.7507,+,03,14,57.638,Quad,1.501000,174.51562778740,3.24934380530,Gaia_DR3,Eigenbrod,2006,2006A&A...451..759E,,---,,174.51541670000,3.24944440000,174.51548189882,3.24946179212,2.4380,0.4450,2006A&A...451..747E,---,,,---,--,2.44523000,,VizieR_J/A+A/624/A145/lqac5,1,DR3Gaia113803.751+031457.64,1,27,3.04587224157,66.31222,0.05671177440,49.92655,19.8183,0.17134,0,0,1,3800591481917387392,174.51562721930,0.8203,3.24934460877,0.7294,-2.4480,0.9703,-2.5230,2.343,2.077,1.069,-1.086,0.972,19.777900,0.010869,19.150854,0.039390,18.581013,0.051891,2.560,0.569841,19.780950,0.010897,0,,---,---,---,---,---,---,---,---
J1146+3254,A,11,46,52.6929,+,32,54,11.557,Double,2.390000,176.71955355650,32.90321028610,Gaia_DR3,Chan,2022,2022A&A...659A.140C,,---,,176.72000000000,32.90300000000,176.71984122825,32.90298264805,2.0730,0.3000,2022A&A...659A.140C,2.073,gG,DR16,2.060447,16,---,,,1,DR3Gaia114652.693+325411.56,1,26,3.08433811377,69.80657,0.57426929658,69.06692,20.5180,0.14595,0,0,1,4024730328852846976,176.71955383755,0.9161,32.90320989961,1.0668,-0.2672,1.1908,-0.2244,0.896,0.466,1.017,-0.766,1.260,20.678143,0.012026,20.560032,0.094306,20.213526,0.136525,1.454,0.346506,20.679029,0.012035,0,,---,---,---,---,---,---,---,---
J1146+3254,G,11,46,52.8151,+,32,54,10.192,Double,2.390000,176.72006273000,32.90283112000,Publication,Chan,2022,2022A&A...659A.140C,,---,,176.72006273000,32.90283112000,176.71984122825,32.90298264805,---,0.3000,2022A&A...659A.140C,2.073,gG,DR16,2.060447,16,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J114652.74+325409.9,15.580,14.905,12.436,8.981,0.045,0.069,---,---
J1146+3254,B,11,46,52.8309,+,32,54,09.918,Double,2.390000,176.72012890000,32.90275501000,Publication,Chan,2022,2022A&A...659A.140C,,---,,176.72012890000,32.90275501000,176.71984122825,32.90298264805,2.0730,---,2022A&A...659A.140C,2.073,gG,DR16,2.060447,16,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HSCJ115252+004733,G3,11,52,52.0000,+,00,47,33.000,Quad,4.089000,178.21666666670,0.79250000000,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21666666670,0.79250000000,178.21776333335,0.79253861110,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HSCJ115252+004733,A,11,52,52.1328,+,00,47,33.756,Quad,4.089000,178.21722000000,0.79271000000,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21722000000,0.79271000000,178.21776333335,0.79253861110,3.7600,0.4660,2017MNRAS.465.2411M,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HSCJ115252+004733,G2,11,52,52.2200,+,00,47,31.400,Quad,4.089000,178.21758333330,0.79205555560,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21758333330,0.79205555560,178.21776333335,0.79253861110,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HSCJ115252+004733,C,11,52,52.2300,+,00,47,31.900,Quad,4.089000,178.21762500000,0.79219444440,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21762500000,0.79219444440,178.21776333335,0.79253861110,3.7600,---,2017MNRAS.465.2411M,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HSCJ115252+004733,G1,11,52,52.2600,+,00,47,33.200,Quad,4.089000,178.21775000000,0.79255555560,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21775000000,0.79255555560,178.21776333335,0.79253861110,---,0.4660,2017MNRAS.465.2411M,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J115252.26+004733.1,15.179,15.041,12.093,8.851,0.039,0.080,---,---
HSCJ115252+004733,D,11,52,52.3000,+,00,47,34.500,Quad,4.089000,178.21791666670,0.79291666670,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21791666670,0.79291666670,178.21776333335,0.79253861110,3.7600,---,2017MNRAS.465.2411M,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HSCJ115252+004733,B,11,52,52.3900,+,00,47,32.400,Quad,4.089000,178.21829166670,0.79233333330,Publication,More,2017,2017MNRAS.465.2411M,,---,,178.21829166670,0.79233333330,178.21776333335,0.79253861110,3.7600,---,2017MNRAS.465.2411M,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
COOLJ1153+0755,S,11,53,19.2480,+,07,55,57.000,Quad,0.000000,178.33020000000,7.93250000000,Publication,Kisare,2024,2024arXiv240803379C,,---,,178.33020000000,7.93250000000,178.33020000000,7.93250000000,1.5241,0.4200,2024arXiv240803379C,---,,,---,--,0.42970050,KEEP(0),EXTERNAL_SDSSDR18_SDSS,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J115319.26+075556.0,14.341,14.190,12.124,8.712,0.029,0.048,---,0.467
SDSS1155+6346,B,11,55,17.0874,+,63,46,21.691,Double,1.933000,178.82119754550,63.77269186500,Gaia_DR3,Pindor,2004,2004AJ....127.1318P,,---,,178.82348780000,63.77289000000,178.82179159925,63.77274805200,2.8900,---,2010A&A...518A..10V,2.902,gG,DR16Q,2.897318,0,---,,,1,DR3Gaia115517.372+634622.10,1,50,3.12101872703,62.90758,1.11304346651,51.15475,18.9519,0.11606,0,0,1,863270765591421184,178.82119757852,0.1446,63.77269187029,0.1513,-0.0067,0.1845,-0.0361,0.053,0.036,0.173,0.039,0.182,18.861404,0.005393,18.636543,0.036552,17.572893,0.036679,2.271,1.063650,18.864467,0.005404,0,,---,---,---,---,---,---,---,---
SDSS1155+6346,G,11,55,17.2800,+,63,46,21.829,Double,1.933000,178.82200007100,63.77273034150,Publication,Pindor,2004,2004AJ....127.1318P,,---,,178.82208333330,63.77277777780,178.82179159925,63.77274805200,---,0.1760,2010A&A...518A..10V,2.902,gG,DR16Q,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J115517.28+634622.1,13.831,13.359,10.692,8.277,0.025,0.030,0.081,0.272
SDSS1155+6346,A,11,55,17.3726,+,63,46,22.095,Double,1.933000,178.82238565300,63.77280423900,Gaia_DR3,Pindor,2004,2004AJ....127.1318P,,---,,178.82229170000,63.77277780000,178.82179159925,63.77274805200,2.8900,0.1760,2010A&A...518A..10V,2.902,gG,DR16Q,---,--,---,,,1,DR3Gaia115517.372+634622.10,2,51,3.12103881801,71.42951,1.11304532966,59.96992,19.2626,0.14767,0,0,1,863270769886565376,178.82238526128,0.5435,63.77280510123,0.6247,1.0053,0.7486,1.3430,1.725,-0.061,0.644,-1.724,0.735,19.700336,0.014461,---,---,---,---,---,---,19.700336,0.014461,0,,---,---,---,---,---,---,---,---
B1152+199,G2,11,55,18.2950,+,19,39,41.159,Double,1.534000,178.82622910000,19.66143310000,Publication,Myers,1999,1999AJ....117.2565M,,---,,178.82622910000,19.66143310000,178.82636445140,19.66155751765,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J115518.31+193941.8,12.877,11.581,8.904,6.662,0.024,0.021,0.027,0.085
