Name,Comp,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Type,MaxSep,RAdeg,DEdeg,rpos,Author,Date,BibCode,Author2,Date2,BibCode2,RApdeg,DEpdeg,RAcdeg,DEcdeg,zsource,zdef,r_zsource,zmilli,f_zmilli,r_zmilli,zqsocdr3,f_zqsocdr3,zSHSRC,f_zSHSRC,r_zSHSRC,inFPR,GLens,CompId,nObsComp,RACodeg,e_RACodeg,DECodeg,e_DECodeg,GmagComp,e_GmagComp,f_GLens,f_CompId,inDR3,GaiaDR3,RAGdeg,e_RAGdeg,DEGdeg,e_DEGdeg,plx,e_plx,Rplx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,E(BP/RP),BP-RP,Gmagc,e_Gmagc,inAllWISE,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag
J0011-0845,B,00,11,20.2453,-,08,45,50.673,Double,1.891000,2.83435536150,-8.76407585630,Gaia_DR3,Lemon,2018,2018MNRAS.479.5060L,,---,,2.83421500000,-8.76419220000,2.83448385600,-8.76430582485,1.7000,---,2018MNRAS.479.5060L / https://doi.org/10.5281/zenodo.12728524,---,,,---,--,---,,,1,DR3Gaia001120.307-084552.33,1,25,0.04946880547,53.65134,-0.15296202061,52.40909,20.3888,0.17651,0,0,1,2429242023835943040,2.83435559906,0.6640,-8.76407570490,0.6581,1.1607,0.8177,1.4194,1.183,0.356,1.064,1.128,0.811,20.433130,0.010305,20.418327,0.172678,19.301289,0.112225,1.929,1.117039,20.435863,0.010329,0,,---,---,---,---,---,---,---,---
J0011-0845,G,00,11,20.2763,-,08,45,51.913,Double,1.891000,2.83448465000,-8.76442030000,Publication,Lemon,2018,2018MNRAS.479.5060L,,---,,2.83435000000,-8.76407000000,2.83448385600,-8.76430582485,---,0.5489,2018MNRAS.479.5060L / https://doi.org/10.5281/zenodo.12728524,1.700,jG,LEMON,---,--,0.54892000,,VizieR_J/A+A/683/A112/lqac6,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J001120.26-084551.6,15.190,14.455,11.519,8.348,0.039,0.059,0.223,0.335
J0011-0845,A,00,11,20.3070,-,08,45,52.329,Double,1.891000,2.83461235050,-8.76453579340,Gaia_DR3,Lemon,2018,2018MNRAS.479.5060L,,---,,2.83447920000,-8.76372560000,2.83448385600,-8.76430582485,1.7000,0.5489,2018MNRAS.479.5060L / https://doi.org/10.5281/zenodo.12728524,1.700,jG,LEMON,---,--,0.54892000,,VizieR_J/A+A/683/A112/lqac6,1,DR3Gaia001120.307-084552.33,2,26,0.04947324042,58.02300,-0.15297005334,65.76938,20.4237,0.18969,0,0,1,2429242023833003648,2.83461232014,0.7249,-8.76453582431,0.7045,0.7823,0.9907,0.7896,0.264,-0.257,1.138,-0.061,0.828,20.408050,0.012155,19.861464,0.084048,19.210278,0.084405,2.468,0.651186,20.411527,0.012192,0,,---,---,---,---,---,---,---,---
J0013+5119,G,00,13,23.5388,+,51,19,05.863,Double,2.924000,3.34807822420,51.31829540060,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,3.34808000000,51.31822000000,3.34826307050,51.31834595290,---,---,2019MNRAS.483.4242L,---,,,---,--,---,,,1,DR3Gaia001323.545+511904.63,3,18,0.05843498306,77.12591,0.89567316571,58.75278,20.6276,0.14748,0,0,1,395754916769802240,3.34808000528,5.4450,51.31829386137,4.6667,---,---,---,---,---,---,---,---,21.435495,0.021039,19.942509,0.160887,18.633205,0.057977,8.429,1.309303,21.435495,0.021039,1,J001323.55+511905.7,14.677,13.920,11.307,8.426,0.031,0.034,0.120,0.211
J0013+5119,A,00,13,23.5455,+,51,19,04.627,Double,2.924000,3.34810645630,51.31795187980,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,3.34808000000,51.31822000000,3.34826307050,51.31834595290,2.6300,---,2019MNRAS.483.4242L,---,,,---,--,---,,,1,DR3Gaia001323.545+511904.63,2,34,0.05843547997,73.82030,0.89566728183,67.52496,20.6121,0.16870,0,0,1,395754921063313024,3.34810605777,1.2557,51.31795212826,0.8071,-2.3473,1.7139,-1.3696,1.692,1.420,1.456,-0.921,0.946,20.797949,0.011241,20.456110,0.142955,18.911915,0.120726,3.385,1.544195,20.796264,0.011224,0,,---,---,---,---,---,---,---,---
J0013+5119,B,00,13,23.6207,+,51,19,07.464,Double,2.924000,3.34841968470,51.31874002600,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,3.34808000000,51.31822000000,3.34826307050,51.31834595290,2.6300,---,2019MNRAS.483.4242L,---,,,---,--,---,,,1,DR3Gaia001323.545+511904.63,1,67,0.05844099938,69.64013,0.89568093609,69.92638,20.4506,0.14291,0,0,1,395754921063313152,3.34841938311,0.4218,51.31874055031,0.4631,0.3682,0.6865,0.5363,0.206,-0.024,0.555,-0.205,0.598,20.528290,0.006681,20.540413,0.079473,19.129456,0.046829,2.244,1.410957,20.528283,0.006681,0,,---,---,---,---,---,---,---,---
A2744-QSO1,A,00,14,19.1618,-,30,24,05.645,Triple,59.903000,3.57984080000,-30.40156810000,Publication,Furtak,2025,2025A&A...698A.227F,,---,,3.57984080000,-30.40156810000,3.58686816667,-30.39752890000,7.0450,---,2025A&A...698A.227F,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
A2744-QSO1,B,00,14,20.0511,-,30,23,48.042,Triple,59.903000,3.58354620000,-30.39667830000,Publication,Furtak,2025,2025A&A...698A.227F,,---,,3.58354620000,-30.39667830000,3.58686816667,-30.39752890000,7.0450,---,2025A&A...698A.227F,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
A2744-QSO1,C,00,14,23.3322,-,30,23,39.625,Triple,59.903000,3.59721750000,-30.39434030000,Publication,Furtak,2025,2025A&A...698A.227F,,---,,3.59721750000,-30.39434030000,3.58686816667,-30.39752890000,7.0450,---,2025A&A...698A.227F,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HE0013-2542,B,00,15,43.9176,-,25,26,17.987,Double,0.357000,3.93299004500,-25.43832967889,Publication,Shajib,2021,2021MNRAS.503.1557S,Scialpi,2024,2024A&A...690A..57S,3.93292000000,-25.43806000000,3.93301672745,-25.43828630244,0.9690,---,2024A&A...690A..57S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J001543.91-252617.8,12.191,10.895,8.443,6.522,0.022,0.020,0.024,0.082
HE0013-2542,A,00,15,43.9304,-,25,26,17.675,Double,0.357000,3.93304340990,-25.43824292600,Gaia_DR3,Shajib,2021,2021MNRAS.503.1557S,Scialpi,2024,2024A&A...690A..57S,3.93292000000,-25.43806000000,3.93301672745,-25.43828630244,0.9690,---,2024A&A...690A..57S,---,,,---,--,---,,,1,DR3Gaia001543.928-252617.67,1,44,0.06864416546,89.13346,-0.44398177852,140.31155,16.5103,0.35275,0,1,1,2335753268837859712,3.93303517011,0.8407,-25.43824185589,0.7764,---,---,---,---,---,---,---,---,16.264776,0.019312,16.003942,0.009837,15.582703,0.009639,1.711,0.421240,16.264776,0.019312,0,,---,---,---,---,---,---,---,---
J0028+0631,A,00,28,22.4856,+,06,31,55.043,Double,2.816000,7.09369019760,6.53195634010,Gaia_DR3,Lemon,2018,2018MNRAS.479.5060L,,---,,7.09381290000,6.53253060000,7.09378511335,6.53157674410,1.0600,---,2018MNRAS.479.5060L,1.067,gG,LAMQ3,1.054711,0,1.06828400,KEEP(0),EXTERNAL_SDSSDR18_BOSS,1,DR3Gaia002822.486+063155.04,1,39,0.12380836703,53.20163,0.11400414879,42.88296,19.0705,0.14012,0,0,1,2747816172132314624,7.09369016395,0.2208,6.53195639341,0.1537,-0.0992,0.2704,-0.3671,0.635,-0.600,0.345,0.206,0.225,18.992079,0.008895,19.204454,0.044079,18.606743,0.061849,1.197,0.597712,18.992079,0.008895,0,,---,---,---,---,---,---,---,---
J0028+0631,G,00,28,22.5000,+,06,31,53.400,Double,2.816000,7.09375000000,6.53150000000,Publication,Lemon,2018,2018MNRAS.479.5060L,,---,,7.09375000000,6.53150000000,7.09378511335,6.53157674410,---,---,2018MNRAS.479.5060L,1.067,gG,LAMQ3,---,--,1.06828400,KEEP(0),EXTERNAL_SDSSDR18_BOSS,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,J002822.50+063153.8,14.160,13.363,10.958,8.691,0.029,0.033,0.126,0.433
J0028+0631,B,00,28,22.5312,+,06,31,52.310,Double,2.816000,7.09388002910,6.53119714810,Gaia_DR3,Lemon,2018,2018MNRAS.479.5060L,,---,,7.09362540000,6.53178610000,7.09378511335,6.53157674410,1.0600,---,2018MNRAS.479.5060L,1.067,gG,LAMQ3,---,--,1.06828400,KEEP(0),EXTERNAL_SDSSDR18_BOSS,1,DR3Gaia002822.486+063155.04,2,10,0.12381146620,72.67542,0.11399086222,30.26132,20.5813,0.15394,0,0,1,2747816172132760576,7.09387969614,3.0810,6.53119725561,0.9733,---,---,---,---,---,---,---,---,20.980751,0.022783,20.683977,0.116638,19.001028,0.268746,3.560,1.682949,20.980751,0.022783,0,,---,---,---,---,---,---,---,---
DESJ0029-3814,A,00,29,40.5532,-,38,14,25.949,Quad,2.210000,7.41897179712,-38.24054133139,Gaia_DR3,Schmidt,2023,2023MNRAS.518.1260S,,---,,7.41897180000,-38.24054133000,7.41925190428,-38.24059910785,2.8210,---,2023MNRAS.518.1260S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,4997764687409642880,7.41897179712,0.8718,-38.24054133139,0.7720,-0.1783,1.0610,-0.1680,3.741,2.990,1.516,-2.248,1.066,20.568316,0.014185,20.154428,0.089830,19.686720,0.090402,---,0.467709,20.570563,0.014214,0,,---,---,---,---,---,---,---,---
DESJ0029-3814,B,00,29,40.5857,-,38,14,26.510,Quad,2.210000,7.41910725000,-38.24069716000,HST,Schmidt,2023,2023MNRAS.518.1260S,,---,,7.41910725000,-38.24069716000,7.41925190428,-38.24059910785,2.8210,---,2023MNRAS.518.1260S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
DESJ0029-3814,D,00,29,40.6087,-,38,14,25.636,Quad,2.210000,7.41920310000,-38.24045439000,HST,Schmidt,2023,2023MNRAS.518.1260S,,---,,7.41920310000,-38.24045439000,7.41925190428,-38.24059910785,2.8210,---,2023MNRAS.518.1260S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
DESJ0029-3814,G,00,29,40.6246,-,38,14,26.175,Quad,2.210000,7.41926923000,-38.24060411000,HST,Schmidt,2023,2023MNRAS.518.1260S,,---,,7.41926923000,-38.24060411000,7.41925190428,-38.24059910785,---,0.8630,2023MNRAS.518.1260S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
DESJ0029-3814,C,00,29,40.7341,-,38,14,26.533,Quad,2.210000,7.41972547000,-38.24070355000,HST,Schmidt,2023,2023MNRAS.518.1260S,,---,,7.41972547000,-38.24070355000,7.41925190428,-38.24059910785,2.8210,0.8630,2023MNRAS.518.1260S,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0030-1525,B,00,30,15.2059,-,15,25,04.204,Quad,1.969000,7.56335779000,-15.41783442000,HST,Lemon,2018,2018MNRAS.479.5060L,,---,,7.56335779000,-15.41783442000,7.56372840260,-15.41779237366,3.3600,---,2018MNRAS.479.5060L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0030-1525,G,00,30,15.2591,-,15,25,04.186,Quad,1.969000,7.56357966000,-15.41782942000,HST,Lemon,2018,2018MNRAS.479.5060L,,---,,7.56357966000,-15.41782942000,7.56372840260,-15.41779237366,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0030-1525,A,00,30,15.3183,-,15,25,05.089,Quad,1.969000,7.56382625197,-15.41808039678,Gaia_DR3,Lemon,2018,2018MNRAS.479.5060L,,---,,7.56382286000,-15.41808720000,7.56372840260,-15.41779237366,3.3600,---,2018MNRAS.479.5060L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,2373803788568072448,7.56382625197,0.4231,-15.41808039678,0.3868,-0.0895,0.5423,-0.1650,0.358,-0.344,0.609,-0.097,0.486,19.981705,0.006847,---,---,---,---,---,---,19.981705,0.006847,0,,---,---,---,---,---,---,---,---
J0030-1525,C,00,30,15.3197,-,15,25,03.319,Quad,1.969000,7.56383207841,-15.41758858788,Gaia_DR3,Lemon,2018,2018MNRAS.479.5060L,,---,,7.56383208000,-15.41758859000,7.56372840260,-15.41779237366,3.3600,---,2018MNRAS.479.5060L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,2373803788569100160,7.56383207841,0.2968,-15.41758858788,0.2784,0.2632,0.3775,0.6973,0.762,-0.430,0.447,0.630,0.352,19.435102,0.005443,19.478699,0.071135,18.257664,0.045762,---,1.221035,19.437035,0.005450,0,,---,---,---,---,---,---,---,---
J0030-1525,D,00,30,15.3354,-,15,25,03.598,Quad,1.969000,7.56389749000,-15.41766609000,HST,Lemon,2018,2018MNRAS.479.5060L,,---,,7.56389749000,-15.41766609000,7.56372840260,-15.41779237366,3.3600,---,2018MNRAS.479.5060L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0030-3358,S,00,30,41.7497,-,33,58,37.196,Double,0.000000,7.67395709850,-33.97699885680,Gaia_DR3,Lemon,2023,2023MNRAS.520.3305L,,---,,7.67400000000,-33.97670000000,7.67395709850,-33.97699885680,1.5800,0.7150,2023MNRAS.520.3305L,1.580,j,LEMON4,---,--,---,,,1,DR3Gaia003041.750-335837.20,1,11,0.13393582804,57.27103,-0.59301063184,38.12058,20.5625,0.15309,0,0,1,5005582829263300992,7.67395742184,2.3516,-33.97699994833,1.5432,-0.3096,2.0613,-0.1502,0.924,-0.920,1.757,-0.085,1.553,20.826610,0.023193,20.650705,0.154994,19.718266,0.110885,2.021,0.932440,20.830235,0.023269,1,J003041.76-335836.2,14.946,14.340,12.275,9.011,0.034,0.044,0.325,---
J0035.4-2015,C,00,35,24.5564,-,20,16,00.249,Triple,38.520000,8.85231850000,-20.26673580000,Publication,Furtak,2023,2023MNRAS.522.5142F,,---,,8.85231850000,-20.26673580000,8.85517406667,-20.26063533333,2.0630,---,2023MNRAS.522.5142F,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0035.4-2015,B,00,35,25.4598,-,20,15,29.303,Triple,38.520000,8.85608260000,-20.25813970000,Publication,Furtak,2023,2023MNRAS.522.5142F,,---,,8.85608260000,-20.25813970000,8.85517406667,-20.26063533333,2.0630,---,2023MNRAS.522.5142F,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0035.4-2015,A,00,35,25.7091,-,20,15,25.310,Triple,38.520000,8.85712110000,-20.25703050000,Publication,Furtak,2023,2023MNRAS.522.5142F,,---,,8.85712110000,-20.25703050000,8.85517406667,-20.26063533333,2.0630,0.3520,2023MNRAS.522.5142F,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
J0045-3937,B,00,45,27.9366,-,39,37,34.047,Double,1.142000,11.36640234580,-39.62612410170,Gaia_DR3,Lemon,2023,2023MNRAS.520.3305L,,---,,11.36650000000,-39.62620000000,11.36654942185,-39.62623512915,1.8500,---,2023MNRAS.520.3305L,1.850,j,LEMON4,---,--,1.86118000,,VizieR_J/A+A/683/A112/lqac6,1,DR3Gaia004528.007-393734.85,1,58,0.19838101659,54.40557,-0.69160628812,50.61808,19.8596,0.18074,0,0,1,4999447421235905408,11.36640233681,0.3138,-39.62612402282,0.5320,-0.1254,0.5576,-0.2249,0.335,-0.096,0.380,0.321,0.727,19.832386,0.013426,---,---,---,---,---,---,19.832386,0.013426,1,J004527.96-393734.4,15.401,14.509,11.937,8.510,0.038,0.052,0.333,---
J0045-3937,A,00,45,28.0072,-,39,37,34.846,Double,1.142000,11.36669649790,-39.62634615660,Gaia_DR3,Lemon,2023,2023MNRAS.520.3305L,,---,,11.36650000000,-39.62620000000,11.36654942185,-39.62623512915,1.8500,---,2023MNRAS.520.3305L,1.850,j,LEMON4,---,--,1.86118000,,VizieR_J/A+A/683/A112/lqac6,1,DR3Gaia004528.007-393734.85,2,62,0.19838614841,57.82010,-0.69161013440,51.14902,19.0895,0.12944,0,0,1,4999447421236508800,11.36669665662,0.1514,-39.62634585209,0.1626,0.0285,0.2378,0.1197,0.093,-0.092,0.144,0.012,0.171,19.058287,0.005555,18.857492,0.035411,18.293220,0.031993,1.724,0.564272,19.061301,0.005567,0,,---,---,---,---,---,---,---,---
J0047+2514,A,00,47,47.1732,+,25,14,27.054,Double,1.743000,11.94655519100,25.24084842780,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,11.94659000000,25.24085000000,11.94671073635,25.24104549725,1.2000,---,2019MNRAS.483.4242L,1.200,gG,LEMON2,---,--,---,,,1,DR3Gaia004747.173+251427.05,1,23,0.20850666422,78.36487,0.44053581309,48.82010,20.4891,0.11987,0,0,1,2805038639894474112,11.94655533697,1.8689,25.24084830836,0.5995,1.0102,1.1627,0.8688,3.172,-3.010,2.562,1.001,0.999,20.645710,0.016089,19.905287,0.108371,18.773516,0.057300,3.795,1.131771,20.648342,0.016127,0,,---,---,---,---,---,---,---,---
J0047+2514,G,00,47,47.2368,+,25,14,28.287,Double,1.743000,11.94682013630,25.24119085450,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,11.94659000000,25.24085000000,11.94671073635,25.24104549725,---,---,2019MNRAS.483.4242L,1.200,gG,LEMON2,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,2805038639892907904,11.94682013625,15.2911,25.24119085447,25.6734,---,---,---,---,---,---,---,---,20.661810,0.020146,20.145988,0.146384,18.709265,0.093244,3.709,1.436724,20.661810,0.020146,1,J004747.21+251427.9,14.942,14.269,11.905,8.337,0.032,0.045,0.233,---
J0047+2514,B,00,47,47.2479,+,25,14,28.473,Double,1.743000,11.94686628170,25.24124256670,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,11.94659000000,25.24085000000,11.94671073635,25.24104549725,1.2000,---,2019MNRAS.483.4242L,1.200,gG,LEMON2,---,--,---,,,1,DR3Gaia004747.173+251427.05,2,17,0.20851160661,80.79229,0.44054259950,91.61598,20.5542,0.12079,0,0,1,2805038644187256576,11.94685316867,28.3328,25.24124565863,3.3122,---,---,---,---,---,---,---,---,21.000053,0.038470,---,---,---,---,---,---,21.000053,0.038470,0,,---,---,---,---,---,---,---,---
HE0047-1756,A,00,50,27.8234,-,17,40,09.171,Double,1.428000,12.61593101510,-17.66921417350,Gaia_DR3,Wisotzki,2004,2004A&A...419L..31W,,---,,12.61595830000,-17.66911110000,12.61596498505,-17.66940979080,1.6700,0.4080,2020A&A...642A.193M,---,,,1.673688,0,1.67700000,KEEP(4),HEASARC_uvqs,1,DR3Gaia005027.823-174009.17,2,38,0.22018955334,36.04192,-0.30838595263,35.44311,16.7019,0.18528,0,0,1,2369490546185699328,12.61593102664,0.0577,-17.66921418526,0.0400,0.0574,0.0773,0.7419,0.087,0.069,0.083,-0.053,0.098,16.547964,0.004224,16.652010,0.012707,15.946408,0.011507,1.391,0.705602,16.547964,0.004224,1,J005027.82-174009.3,12.911,11.586,8.248,5.715,0.023,0.022,0.022,0.036
HE0047-1756,G2,00,50,27.8238,-,17,40,11.100,Double,1.428000,12.61593240000,-17.66975000000,Publication,Wisotzki,2004,2004A&A...419L..31W,,---,,12.61593240000,-17.66975000000,12.61596498505,-17.66940979080,---,---,,---,,,---,--,1.67700000,KEEP(4),HEASARC_uvqs,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
HE0047-1756,B,00,50,27.8397,-,17,40,10.579,Double,1.428000,12.61599895500,-17.66960540810,Gaia_DR3,Wisotzki,2004,2004A&A...419L..31W,,---,,12.61602600000,-17.66950220000,12.61596498505,-17.66940979080,1.6700,---,2020A&A...642A.193M,---,,,---,--,1.67700000,KEEP(4),HEASARC_uvqs,1,DR3Gaia005027.823-174009.17,1,39,0.22019069244,51.99944,-0.30839281414,38.82196,18.2897,0.16717,0,0,1,2369490546185041280,12.61599886460,0.1463,-17.66960545887,0.1030,-0.2300,0.1920,-1.1975,0.374,-0.371,0.203,-0.050,0.234,18.172596,0.004237,---,---,---,---,---,---,18.172596,0.004237,0,,---,---,---,---,---,---,---,---
HE0047-1756,G1,00,50,27.8621,-,17,40,09.764,Double,1.428000,12.61609211610,-17.66937892100,Publication,Wisotzki,2004,2004A&A...419L..31W,,---,,12.61602740000,-17.66933280000,12.61596498505,-17.66940979080,---,0.4080,2020A&A...642A.193M,---,,,---,--,1.67700000,KEEP(4),HEASARC_uvqs,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
DESJ0053-2012,A,00,53,44.3174,-,20,12,34.135,Quad,3.062000,13.43465600178,-20.20948183587,Gaia_DR3,Lemon,2020,2020MNRAS.494.3491L,,---,,13.43465597000,-20.20948100000,13.43508944757,-20.20922778706,3.8000,---,2020MNRAS.494.3491L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,2355800355108946304,13.43465600178,0.2670,-20.20948183587,0.2608,0.0422,0.3382,0.1249,0.632,0.598,0.367,0.203,0.478,19.513075,0.005171,19.791200,0.099383,18.815466,0.056827,---,0.975735,19.513075,0.005171,0,,---,---,---,---,---,---,---,---
DESJ0053-2012,D,00,53,44.3810,-,20,12,31.985,Quad,3.062000,13.43492089000,-20.20888461000,HST,Lemon,2020,2020MNRAS.494.3491L,,---,,13.43492089000,-20.20888461000,13.43508944757,-20.20922778706,3.8000,---,2020MNRAS.494.3491L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
DESJ0053-2012,G,00,53,44.3886,-,20,12,32.592,Quad,3.062000,13.43495256000,-20.20905322000,HST,Lemon,2020,2020MNRAS.494.3491L,,---,,13.43495256000,-20.20905322000,13.43508944757,-20.20922778706,---,---,,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,,---,---,---,---,---,---,---,---
DESJ0053-2012,B,00,53,44.4677,-,20,12,33.752,Quad,3.062000,13.43528201097,-20.20937544675,Gaia_DR3,Lemon,2020,2020MNRAS.494.3491L,,---,,13.43528201000,-20.20937545000,13.43508944757,-20.20922778706,3.8000,---,2020MNRAS.494.3491L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,2355800350814298752,13.43528201097,0.2598,-20.20937544675,0.2310,-0.5484,0.3175,-1.7271,1.116,0.038,0.347,-1.115,0.437,19.396280,0.005812,19.300600,0.036311,18.132437,0.027100,---,1.168163,19.398644,0.005822,0,,---,---,---,---,---,---,---,---
DESJ0053-2012,C,00,53,44.5197,-,20,12,33.009,Quad,3.062000,13.43549888751,-20.20916925562,Gaia_DR3,Lemon,2020,2020MNRAS.494.3491L,,---,,13.43549602000,-20.20916906000,13.43508944757,-20.20922778706,3.8000,---,2020MNRAS.494.3491L,---,,,---,--,---,,,0,,,---,---,---,---,---,---,---,,--,1,2355800355108946432,13.43549888751,0.3582,-20.20916925562,0.2654,-0.1177,0.4060,-0.2899,0.638,-0.483,0.536,0.417,0.499,19.586159,0.005726,---,---,---,---,---,---,19.586159,0.005726,0,,---,---,---,---,---,---,---,---
J0102+2445,A,01,02,47.1590,+,24,45,15.276,Double,2.391000,15.69649596640,24.75424345800,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,15.69650000000,24.75430000000,15.69681353565,24.75440806335,2.0850,0.2700,2019MNRAS.483.4242L / 2024MNRAS.530..221J,2.095,gG,DR16,2.104655,0,---,,,1,DR3Gaia010247.159+244515.28,1,53,0.27395541663,65.00523,0.43204298991,49.79910,19.2821,0.15138,0,0,1,2804295954148390272,15.69649592979,0.2311,24.75424356964,0.1916,-0.3412,0.2902,-1.1760,0.283,0.153,0.329,-0.238,0.223,19.255733,0.005612,19.304720,0.032516,18.328003,0.025222,1.682,0.976717,19.255733,0.005612,0,,---,---,---,---,---,---,---,---
J0102+2445,B,01,02,47.3115,+,24,45,16.462,Double,2.391000,15.69713110490,24.75457266870,Gaia_DR3,Lemon,2019,2019MNRAS.483.4242L,,---,,15.69650000000,24.75430000000,15.69681353565,24.75440806335,2.0850,---,2019MNRAS.483.4242L / 2024MNRAS.530..221J,2.095,gG,DR16,---,--,---,,,1,DR3Gaia010247.159+244515.28,2,17,0.27396611483,60.36003,0.43204846779,83.34763,20.3961,0.15963,0,0,1,2804295958442368128,15.69712915942,3.3349,24.75457576106,6.2585,---,---,---,---,---,---,---,---,20.972710,0.025667,19.926249,0.133838,18.176823,0.056218,7.429,1.749426,20.972710,0.025667,1,J010247.26+244515.9,14.188,13.566,11.064,8.453,0.027,0.035,0.133,0.338
